title,review
크리에이터, 
크리에이터,비쥬얼은 훌륭한데 이야기의 구성과 오브제가 겉도는 느낌  가령   섬멸을 위해 만들어진    조짜리 비행선 워마드는 허고헌날 지상을 스켄 하는데  이런 가공할 무기가 공중에 떠 있다는 것 자체에  공포감 을 느끼게 만드는 장치가 되어 있어야 하는데  그냥 할일 없이 이곳 저곳 스켄만 하고 다니면서 훌륭한 비쥬얼만 뽐내고만 있음   하다 못해    폭격기 훈련만 해도 미국의 적대국들은 난리를 피우고 겁을 집어 먹는데 말이지  비쥬얼 자랑하려고 너무 자주 등장 시키다 보니 무게감이 떨어졌던 것임  중간급 비행선을 대체해서 등장시키며 밑밥 깔다가 클라이 막스에 등장해 저항군 측 공포감을 묘사했어야 하는데  그냥 하늘에 떠다니는 구름 같은 분위기를 만들어 냈음  그렇다보니 파괴 장면도 그리 극적이지 않음 
크리에이터,헐리우드는 과거의 다채로운 주제와 참신함과 상업성이 공존했던 과거의 헐리우드를 넘어서야한다  리메이크나 남발하고      까지도 이어가는 시리즈물화된 상업영화   이영화는 그냥 예상되는 결말이다  예상 못했다면 영화나    드라마를 정말 오랜만에 접하신 분 
크리에이터,너무 재밌게 봤음 아바타급
크리에이터,영화 표지가 제노사이드 소설과 동일해보여서 깜놀
크리에이터,시작은 창대 하였으나 끝은 미미한 
크리에이터,올해가 가기전에 좋은 작품하날 또 보았다 둘다 살아있으면 좋겠고 속편이 기다려진다
크리에이터,평가할 가치가 있다고는 생각않음  몰입하기 힘든 연기력   뻔한 스토리의 예측   빵빵 터지는 액션이 졸음을 쫓아내는 영화    라고 하는데 과학도 안보이는 데다 상상력까지 빈약함  생각할 만한 장면도 기억에 남은 대사도 없었기에 영화 다 보고 나올 때는 머리가 복잡할 필요없이 오히려 맑았음   분노 유발까지는 아니더라도 이런 영화를 왜 만들지 하고 물음표를 총총총 던지게 했음  평을 쓴 이유는 과대광고가 아닌가 싶을 만큼 크리에이터를 찬양하는 후기가 꽤 있기에  질 수 없다  싶어서     물론 개취는 존중함
크리에이터,강약 조절을 잘해서 긴 영화인줄 모르고 봤습니다  음악  영상미  스토리 너무 재미있었어요 
크리에이터,스토리는 평면적이나 미술부분이 뛰어나고 한스짐머의 음악은 믿을만했어요  다만  공각기동대나 비슷한   선구자들에서 느껴지는 기시감은 어쩔수 없는 한계로 보입니다 
크리에이터,뗘어난 영상에  시간이 아닌  시간짜리를 본것처럼 꽉 찾습니다 대사 하나하나 화면 하나하나 놓치면 아까운 작품입니다
크리에이터,매트릭스에도 안되고 스타워즈에도 안되고 아일랜드보다도 범작 그 좋은   와 시뮬런트들은 기껏해야 총한방에 픽픽 쓰러지고 그 좋은   와 공존을 택한 아시안들은 왜 아직도 농사 그 잘난 미국 서구문명들은 왜 항상 그렇게 야만적인 놈들만 있는지 너무나 전형적임 그대로 뭐만하면 최종장은 네팔고원 아무튼 이영화의 제작목적은   개발과 진보 상업화에 목적을 둔 기업 기관 정부 연구자 등의 대중전략인듯 이라고 음모론을 쓸 법한 영화   개발을 막지말아 달라고 비는듯한 영화
크리에이터,노잼
크리에이터,   로 괜찮은 각본가들이 다 빠져나간 듯     기존 히트작들의 흥행요소를 뽑아다 버무려 놓은 느낌을 지울 수 없었다  잘 섞어놓기라도 했으면 얼마나 좋았을까        
크리에이터,영화도 시원찮은데 그놈의 족발  냄새까지  
크리에이터,새로운 포장지로 감쌌지만  김이 빠진 탄산음료처럼 밍밍함만을 남긴다
