title,review
범죄도시2,이제야 범죄도시 정주행 너무 재밌네요 
범죄도시2, 에 비해 아쉽지만 재미있음  코미디도 추가해서 존잼임
범죄도시2,장이수 역 박지환  연기 최고 이 영화에서 제일  개성있는 캐릭터
범죄도시2,재미는 있는데     너무 잔인해서 보기가   
범죄도시2,범죄 영화 보면서 잔인하다고 하는 사람들은 뭐지 그럼 범죄 저지르는 애들이 뿅망치로 사람 때리겠냐
범죄도시2,유쾌한 킬링 타임 용 영화  마동석의 적합화 
범죄도시2,범죄도시 시리즈중 가장 재밌어요    
범죄도시2,이영화 강추다
범죄도시2,재미는 있었지만 이렇게 잔인한 범죄영화가 어떻게   세 판정 받았는지  놀라울뿐입니다 보는내내 잔인한 화면으로 소리가 그냥 나오던데 이런걸   세 어린 학생들이 보고 어떤 영향을 미칠지   등급선정을 신중히 해 주셨으먼 합니다
범죄도시2,손석구 굿
범죄도시2, 편보다 못한데    편보다 더 대박난 영화 재미있는 영화 임   근데  편이 워낙 잘 만들어서
범죄도시2,개 노잼
범죄도시2,이게 재밌냐 
범죄도시2,범죄도시  일번 이번  삼번  다 봤는데요  그래도 일번 이번  현실적 같아요  삼번 봤는데요 좀 아쉬움게  있는것 같아요   암튼 잘 봤어요 
범죄도시2,세상에 이런 영화가  점          괜히 한국영화가 망하는 게 아니다   너무 재미없어서 중간에 끌 정도다  중국영환줄 알았다  
범죄도시2,범죄도시 은 재미있었는데 아쉽다  편이 기대안되는 영화
범죄도시2,솔직히 과대포장아이니  편은 진땡인데  편은  편의 반정도
범죄도시2,이게 영화냐  경찰은 뇌가 없냐  영화보다 기분나빠서  보다 말았다  감독이 미쳤네 정신차려라 
범죄도시2, 
범죄도시2,마석도 펀치 날리는 맛으로 보는거지  
범죄도시2,재밌는데  구씨 멋있고 통쾌함
범죄도시2,말도 안되는 전개   단지 잔인함만 남은 영화   경찰들을 너무 무능하게 표현
범죄도시2,마동석  최귀화  환상의 호흡  웃기고 재밌다 
범죄도시2,재밌긴한데 청소년관람가수위만큼만 무섭다   편이 훨낫네 이건 스릴은 있되 잔인한 장면이 없는 느낌
범죄도시2,재미있다 통쾌하고 쌈빡하고 유쾌하다 복잡하지않고 단순한 권선징악의 논리가 개운한 영화 역쉬마동석  손석구악역이 넘 잘어울린다
범죄도시2,액션씬이 넘 허접했음
범죄도시2, 느낌 오지  이 놈 잡아야 하는 거 
범죄도시2,명절에  보기   딱좋은    영횐
범죄도시2,과잉되게 잔인하다  웃기다  싸다구 또 봤다 
범죄도시2,모든 면에서 전편 완승
범죄도시2,일편 이름값때메 흥행했다봄  관객수 말이 안됨  보고나니
범죄도시2,이딴 영화가 천만 영화라니
범죄도시2,코믹하고 긴장감도 있고 시원한 액션까지  편도 최고였음 
