title,review
앤트맨과 와스프: 퀀텀매니아,애니 에 인물 동영상 뒤섞은 그저 그런 
앤트맨과 와스프: 퀀텀매니아,그냥 이상한 나라 폴  실사 버전 아니냐  정복자 대마왕  그 대마왕 나올 때마다 지루해서 졸았다 
앤트맨과 와스프: 퀀텀매니아,개미지옥에 자빠진 앤트맨 앤트맨 시리즈 중에서 제일 별로입니다  이터널스보다는 괜찮은데  이터널스가 어떤 위치의 영화인지 알면 긍정이 아닙니다  광고랑 다르게 캉이 너무 약합니다  물론 개체가 하나뿐이어서 그럴지는 모르나  개미한테 리타이어당하고 능력 없는 앤트맨에게 쳐맞는 캐릭터가  수없이 많은 어밴져스를 이길 수 있는가  불가능합니다  어밴져스    의 보스인데 스칼렛 위치  아니 헬라보다 약해보이네요  고르랑은 상대가 되나요  그리고 양자영역의 특징이 조금도 남아있지 않습니다  다크 디멘션보다도 개성이 없고  양자영역 생물도 인간형입니다    의 기술도 별로여서 신과 함께 수준과 비슷한 장면도 있고  앤트맨만의 액션도 없으며 캐시 랭의 캐릭터는 어딘가 고장났습니다  망해가는 배를 더 가라앉힌 영화 
앤트맨과 와스프: 퀀텀매니아,적당히 볼만했슴 
앤트맨과 와스프: 퀀텀매니아,스타워즈 삘 나더라    멀티버스는 머리 제대로 쓰기 전에 영화화 안하는 게 맞지 않냐  반전에 반전에 반전에 반전에 반전 정도는 있어야 사람들이 칭찬해줄 거 같은데    영상미 때문에 후하게  점 준다   
앤트맨과 와스프: 퀀텀매니아,우주 양자영역 멀티버스 시간 지겹다
앤트맨과 와스프: 퀀텀매니아,  미래의 리더는 여자다   신급도 다구빨엔 안된다   마블과 디즈니는   에 쩔었다   
앤트맨과 와스프: 퀀텀매니아,이영화 강추다
앤트맨과 와스프: 퀀텀매니아,스타워즈 부류 하나 본 것 같은
앤트맨과 와스프: 퀀텀매니아,캉이 우주적 강자같이 말하드만  영화상에서 보이는 건 그냥 별볼일 없는 존재로 보이는데    타노스보다 강자라는데 타노스보다 존재감이 훨씬 떨어지는구만   
앤트맨과 와스프: 퀀텀매니아,아  후반에 너무 졸려서
앤트맨과 와스프: 퀀텀매니아, 
앤트맨과 와스프: 퀀텀매니아, 
앤트맨과 와스프: 퀀텀매니아,앤트맨이 가디언즈 오브 갤럭시 따라 할려다가 망함    설마  편이 나오는건 아니겠지  
앤트맨과 와스프: 퀀텀매니아,귀여운 히어로가 용감하게 싸우는 착하고 가정적인 영웅 영화
앤트맨과 와스프: 퀀텀매니아,마블유니버스 스토리 흐름상 중요한 부분이었던 것 같은데    이걸 이렇게 망친 건 좀 큰일인 것 같군 
앤트맨과 와스프: 퀀텀매니아,캉의 강함을 표현한 것에 비해 너무 전투 지능이 딸린 거 아닌가  앤트맨은  부작으로 만들만한 와꾸가 아닌데   참   다시 한번 엑스맨이 그리워지는 순간이다
앤트맨과 와스프: 퀀텀매니아,관람객 점수가 낮아서 큰 기대  안했지만 나름 마무리 잘 지웠네요  너무 액션에 기대가 커서 그런 듯 
앤트맨과 와스프: 퀀텀매니아,좀 유치하긴 해도 잼있기만 하네 갠적으로 닥터스트레인지  보다 나아보이던데 
앤트맨과 와스프: 퀀텀매니아,  
앤트맨과 와스프: 퀀텀매니아,와스프 몇 년 사이에 왜 이렇게 늙었냐  병 있나 
